id1,id2,boundary
131,132,1.0
132,133,1.0
133,134,1.0
134,135,1.0
135,136,1.0
136,137,1.0
137,138,1.0
138,139,1.0
139,140,1.0
140,141,1.0
141,142,1.0
142,143,1.0
143,144,1.0
145,146,1.0
146,147,1.0
147,148,1.0
148,149,1.0
149,150,1.0
150,151,1.0
151,152,1.0
152,153,1.0
153,154,1.0
154,155,1.0
155,156,1.0
156,157,1.0
157,158,1.0
158,159,1.0
159,160,1.0
160,161,1.0
161,162,1.0
162,163,1.0
163,164,1.0
164,165,1.0
165,166,1.0
166,167,1.0
167,168,1.0
169,170,1.0
170,171,1.0
171,172,1.0
172,173,1.0
173,174,1.0
174,175,1.0
175,176,1.0
176,177,1.0
177,178,1.0
178,179,1.0
179,180,1.0
180,181,1.0
181,182,1.0
182,183,1.0
183,184,1.0
184,185,1.0
185,186,1.0
186,187,1.0
187,188,1.0
188,189,1.0
189,190,1.0
190,191,1.0
191,192,1.0
193,194,1.0
194,195,1.0
195,196,1.0
196,197,1.0
197,198,1.0
198,199,1.0
199,200,1.0
200,201,1.0
201,202,1.0
202,203,1.0
203,204,1.0
204,205,1.0
205,206,1.0
206,207,1.0
207,208,1.0
208,209,1.0
209,210,1.0
210,211,1.0
211,212,1.0
212,213,1.0
213,214,1.0
214,215,1.0
215,216,1.0
217,218,1.0
218,219,1.0
219,220,1.0
220,221,1.0
221,222,1.0
222,223,1.0
223,224,1.0
224,225,1.0
225,226,1.0
226,227,1.0
227,228,1.0
228,229,1.0
229,230,1.0
230,231,1.0
231,232,1.0
232,233,1.0
233,234,1.0
234,235,1.0
235,236,1.0
236,237,1.0
237,238,1.0
238,239,1.0
239,240,1.0
241,242,1.0
242,243,1.0
243,244,1.0
244,245,1.0
245,246,1.0
246,247,1.0
247,248,1.0
248,249,1.0
249,250,1.0
250,251,1.0
251,252,1.0
252,253,1.0
253,254,1.0
254,255,1.0
255,256,1.0
256,257,1.0
257,258,1.0
258,259,1.0
259,260,1.0
260,261,1.0
261,262,1.0
262,263,1.0
263,264,1.0
265,266,1.0
266,267,1.0
267,268,1.0
268,269,1.0
269,270,1.0
270,271,1.0
271,272,1.0
272,273,1.0
273,274,1.0
274,275,1.0
275,276,1.0
276,277,1.0
277,278,1.0
278,279,1.0
279,280,1.0
280,281,1.0
281,282,1.0
282,283,1.0
283,284,1.0
284,285,1.0
285,286,1.0
286,287,1.0
287,288,1.0
289,290,1.0
290,291,1.0
291,292,1.0
292,293,1.0
293,294,1.0
294,295,1.0
295,296,1.0
296,297,1.0
297,298,1.0
298,299,1.0
299,300,1.0
300,301,1.0
301,302,1.0
302,303,1.0
303,304,1.0
304,305,1.0
305,306,1.0
306,307,1.0
307,308,1.0
308,309,1.0
309,310,1.0
310,311,1.0
311,312,1.0
313,314,1.0
314,315,1.0
315,316,1.0
316,317,1.0
317,318,1.0
318,319,1.0
319,320,1.0
320,321,1.0
321,322,1.0
322,323,1.0
323,324,1.0
324,325,1.0
325,326,1.0
326,327,1.0
327,328,1.0
328,329,1.0
329,330,1.0
330,331,1.0
331,332,1.0
332,333,1.0
333,334,1.0
334,335,1.0
335,336,1.0
1,25,1.0
2,26,1.0
3,27,1.0
4,28,1.0
5,29,1.0
6,30,1.0
7,31,1.0
8,32,1.0
9,33,1.0
10,34,1.0
11,35,1.0
12,36,1.0
13,37,1.0
14,38,1.0
15,39,1.0
16,40,1.0
17,41,1.0
18,42,1.0
19,43,1.0
20,44,1.0
21,45,1.0
22,46,1.0
23,47,1.0
24,48,1.0
25,49,1.0
26,50,1.0
27,51,1.0
28,52,1.0
29,53,1.0
30,54,1.0
31,55,1.0
32,56,1.0
33,57,1.0
34,58,1.0
35,59,1.0
36,60,1.0
37,61,1.0
38,62,1.0
39,63,1.0
40,64,1.0
41,65,1.0
42,66,1.0
43,67,1.0
44,68,1.0
45,69,1.0
46,70,1.0
47,71,1.0
48,72,1.0
49,73,1.0
50,74,1.0
51,75,1.0
52,76,1.0
53,77,1.0
54,78,1.0
55,79,1.0
56,80,1.0
57,81,1.0
58,82,1.0
59,83,1.0
60,84,1.0
61,85,1.0
62,86,1.0
63,87,1.0
64,88,1.0
65,89,1.0
66,90,1.0
67,91,1.0
68,92,1.0
69,93,1.0
70,94,1.0
71,95,1.0
72,96,1.0
73,97,1.0
74,98,1.0
75,99,1.0
76,100,1.0
77,101,1.0
78,102,1.0
79,103,1.0
80,104,1.0
81,105,1.0
82,106,1.0
83,107,1.0
84,108,1.0
85,109,1.0
86,110,1.0
87,111,1.0
88,112,1.0
89,113,1.0
90,114,1.0
91,115,1.0
92,116,1.0
93,117,1.0
94,118,1.0
95,119,1.0
96,120,1.0
97,121,1.0
98,122,1.0
99,123,1.0
100,124,1.0
101,125,1.0
102,126,1.0
103,127,1.0
104,128,1.0
105,129,1.0
106,130,1.0
107,131,1.0
108,132,1.0
109,133,1.0
110,134,1.0
111,135,1.0
112,136,1.0
113,137,1.0
114,138,1.0
115,139,1.0
116,140,1.0
117,141,1.0
118,142,1.0
119,143,1.0
120,144,1.0
121,145,1.0
122,146,1.0
123,147,1.0
124,148,1.0
125,149,1.0
126,150,1.0
127,151,1.0
128,152,1.0
129,153,1.0
130,154,1.0
131,155,1.0
132,156,1.0
133,157,1.0
134,158,1.0
135,159,1.0
136,160,1.0
137,161,1.0
138,162,1.0
139,163,1.0
140,164,1.0
141,165,1.0
142,166,1.0
143,167,1.0
144,168,1.0
145,169,1.0
146,170,1.0
147,171,1.0
148,172,1.0
149,173,1.0
150,174,1.0
151,175,1.0
152,176,1.0
153,177,1.0
154,178,1.0
155,179,1.0
156,180,1.0
157,181,1.0
158,182,1.0
159,183,1.0
160,184,1.0
161,185,1.0
162,186,1.0
163,187,1.0
164,188,1.0
165,189,1.0
166,190,1.0
167,191,1.0
168,192,1.0
169,193,1.0
170,194,1.0
171,195,1.0
172,196,1.0
173,197,1.0
174,198,1.0
175,199,1.0
176,200,1.0
177,201,1.0
178,202,1.0
179,203,1.0
180,204,1.0
181,205,1.0
182,206,1.0
183,207,1.0
184,208,1.0
185,209,1.0
186,210,1.0
187,211,1.0
188,212,1.0
189,213,1.0
190,214,1.0
191,215,1.0
192,216,1.0
193,217,1.0
194,218,1.0
195,219,1.0
196,220,1.0
197,221,1.0
198,222,1.0
199,223,1.0
200,224,1.0
201,225,1.0
202,226,1.0
203,227,1.0
204,228,1.0
205,229,1.0
206,230,1.0
207,231,1.0
208,232,1.0
209,233,1.0
210,234,1.0
211,235,1.0
212,236,1.0
213,237,1.0
214,238,1.0
215,239,1.0
216,240,1.0
217,241,1.0
218,242,1.0
219,243,1.0
220,244,1.0
221,245,1.0
222,246,1.0
223,247,1.0
224,248,1.0
225,249,1.0
226,250,1.0
227,251,1.0
228,252,1.0
229,253,1.0
230,254,1.0
231,255,1.0
232,256,1.0
233,257,1.0
234,258,1.0
235,259,1.0
236,260,1.0
237,261,1.0
238,262,1.0
239,263,1.0
240,264,1.0
241,265,1.0
242,266,1.0
243,267,1.0
244,268,1.0
245,269,1.0
246,270,1.0
247,271,1.0
248,272,1.0
249,273,1.0
250,274,1.0
251,275,1.0
252,276,1.0
253,277,1.0
254,278,1.0
255,279,1.0
256,280,1.0
257,281,1.0
258,282,1.0
259,283,1.0
260,284,1.0
261,285,1.0
262,286,1.0
263,287,1.0
264,288,1.0
265,289,1.0
266,290,1.0
267,291,1.0
268,292,1.0
269,293,1.0
270,294,1.0
271,295,1.0
272,296,1.0
273,297,1.0
274,298,1.0
275,299,1.0
276,300,1.0
277,301,1.0
278,302,1.0
279,303,1.0
280,304,1.0
281,305,1.0
282,306,1.0
283,307,1.0
284,308,1.0
285,309,1.0
286,310,1.0
287,311,1.0
288,312,1.0
289,313,1.0
290,314,1.0
291,315,1.0
292,316,1.0
293,317,1.0
294,318,1.0
295,319,1.0
296,320,1.0
297,321,1.0
298,322,1.0
299,323,1.0
300,324,1.0
301,325,1.0
302,326,1.0
303,327,1.0
304,328,1.0
305,329,1.0
306,330,1.0
307,331,1.0
308,332,1.0
309,333,1.0
310,334,1.0
311,335,1.0
312,336,1.0
